Major_Group,Title,Deductive_Reasoning,Dynamic_Strength,Explosive_Strength,Fluency_of_Ideas,Inductive_Reasoning,Manual_Dexterity,Mathematical_Reasoning,Memorization,Oral_Comprehension,Oral_Expression,Perceptual_Speed,Reaction_Time,Selective_Attention,Stamina,Static_Strength,Visualization,Written_Comprehension,Written_Expression,ComplexProb,CritThink,Negotiation,Persuasion,SocPercept,TimeMgmt,Troubleshooting,Alabama,Alaska,Arizona,Arkansas,California,Connecticut,Delaware,DistrictofColumbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,NewHampshire,NewJersey,NewMexico,NewYork,NorthCarolina,NorthDakota,Ohio,Oklahoma,Oregon,Pennsylvania,PuertoRico,RhodeIsland,SouthCarolina,SouthDakota,Tennessee,Texas,Utah,Vermont,VirginIslands,Virginia,Washington,WestVirginia,Wisconsin,Wyoming
27,Craft Artists,3,2.25,1.5,3.62,2.88,3.75,2.5,2,3,3.12,2,2.12,2.88,2.12,2.5,3.5,2.88,2.75,1,1,1,2,2,1,2,35870, ,34680, ,86090,34620, , ,47820,53160, , , ,44580,34070,36760, ,42720,38030,41530,71750,47090,31790,33670, ,55700, ,33030,45540, , , ,57900,51490, ,38100, ,44830,58780, , ,34100, ,54620,48940,27060, , ,35210,48880, ,46750, 
27,Dancers,2.62,4.25,2.62,2.88,2.5,2.12,1.5,2.88,3.5,3,2.5,1.5,3,4.25,3.62,2.75,2.75,2.62,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
27,Editors,3.5,1.5,1,3.88,3.38,2,2.12,2.62,4,4,2.88,1,3,1,1,2.88,4.88,4.62,2,2,3,2,2,2,1,55100,58680,71710,48310,103880,90790,84180,107440,77390,74680, ,71790,53260,75120,57520,64490,59060,66130,49850,57880,77370,87300,66720,62740,57240,63520,49260,48350,68110,70770, ,76270,114590,73920,57330,72240,51470,72630,74370,41190,71750,67330,56460,60610,47600,67560,72490, ,85890,91180,68480,62700,55680
27,Fashion Designers,3.62,1.38,1.38,3.88,3.5,2.38,2.25,2,3.75,3.88,2.88,1.62,3,1,1.5,3.75,3.88,3.62,2,2,3,3,2,2,1, , ,46150, , ,101850, , ,57550,77500, , , , ,58670, ,65410,64220, , , ,107560, ,44130, ,87290, , , ,90750,96380, ,106180,82370, ,65050, ,134060,80740, , , , ,117100, ,71330, , ,79150,80350, ,39200, 
27,Film and Video Editors,3.38,1,1,3.62,3.12,2.38,2,2.25,3.88,3.75,3.12,1.38,3.38,1,1,3.62,3.62,3.38,2,2,2,2,1,2,2,71600,56220,57010,44760,99050,70800, ,93600,65050,60420, ,49640,43620,69190,51880,54820,41550,52070,52880,46880,85380,89710,69620,61910,42900,55940,42730,54650,70600,72230,92490,56120,110080,57390,45300,55590,48770,77930,60870,42730, ,62600,48110,59830,68930,65670,65330, ,81490,77990,50060,56830, 
27,"Fine Artists, Including Painters, Sculptors, and Illustrators",3,2.25,1.5,4,3,3.38,2.12,1.75,3.12,3,2.5,1.75,2.88,1.88,2.62,4,3,2.88,1,2,1,1,1,1,2,47000, ,64260, ,152160,70330, , ,60120,64570, , ,44730,64600,72020,44360,39480,41240,33910,51420,73210,92930,46920,61700, ,51500, ,45560,61360,44330,66610,54090,84760,53020, ,36870,52250,75390,58130, , ,64260, ,44700,42620,49030, , ,60300,82000, ,64500, 
27,Floral Designers,3.12,2.12,1.5,3.38,2.88,3.12,2.25,2,4,4,2.25,1.25,3,2.12,2.12,3.88,3,2.88,1,2,1,2,2,2,1,32910,45280,36230,31330,47980,43230,35630,45330,36640,33530, ,40090,33320,36950,33760,31230,32460,31940,32680,36390,43160,45930,35220,36080,28380,32750,32190,33100,40680,40320,41020,33920,45050,36600,35230,33710,28260,39730,34970,21340,39990,31960,35300,34050,33660,34530,37640, ,37210,42200,26810,33370,32240
27,Graphic Designers,3.25,1.25,1,3.88,3.12,2.12,2,2,3.62,3.5,2.75,1,3,1,1,3.12,3.75,3.5,2,2,3,2,2,2,1,53630,59380,59910,53010,91760,71760,58540,95050,62750,62340,34280,57840,55710,64070,63490,51830,55520,53540,49380,59100,71460,80030,57150,63260,57070,56450,61990,57000,58770,62370,74200,62570,81020,61010,51890,58930,52670,71950,61600,35060,70570,58160,46160,58710,60250,62610,68440, ,75060,83550,43870,60140,50770
27,Interior Designers,3.62,1,1,4.12,3.25,1,3,2.25,4,4,2.88,1,3,1,1,4,3.88,3.62,2,2,3,3,2,2,2,62790, ,65010,72340,85650,63450,59910,90960,65230,71600, ,68860,59990,76400,61930,68640,61130,58890,59340,55830,74410,82040,65800,69850,60530,64210,56580,62890,70170,63920,75040,50290,77170,58530,56750,63800,57990,73520,68370,36720,67330,60990,67960,62310,68930,62460,75440, ,71590,81030,51070,78580,71190
27,Interpreters and Translators,3.12,1.38,1.38,3,3,1.5,2,2.88,4.12,4.25,2.88,1,3.12,1.88,1.38,2.75,4,4,1,2,1,2,2,1,1,49680,61250,56560,55270,76490,66780,53000,88370,54790,62510, ,67410,60380,57940,54550,52830,51830,57720,46530,58380,84710,70100,55240,68600,50040,61200,55230,54270,49110,55960,61900,61620,86810,64280,47800,59100,50600,65210,56530,49510, ,48000,53110,52610,53700,66120,77100, ,80500,72720,62810,61030,51400
27,Media Programming Directors,3.75,1.12,1,3.88,3.62,2,2.5,2.75,4.25,4.25,2.38,2.12,3.12,1,1,2.62,4.12,4.12,2,2,3,3,2,2,1,73690,63640,67680,50780,161460,103980,109390,108960,97420,97700, ,73440,55740,86030,62460,57800,63140,60090,76090,78770,93550,94380,74740,74380,46990,67800,60320,62070,91930,69880,116970,94070,137300,79200,56650,72520,65730,90460,82760,58140,85910,67990,59430,76230,80440,84740,68350, ,73860,97820,53780,69490,61270
27,Media Technical Directors/Managers,4,1.38,1.25,3.38,3.75,2.25,2,2.75,4,4,3.25,2.25,3.25,1.38,1.38,3.12,3.75,3.75,2,2,2,3,2,2,2,73690,63640,67680,50780,161460,103980,109390,108960,97420,97700, ,73440,55740,86030,62460,57800,63140,60090,76090,78770,93550,94380,74740,74380,46990,67800,60320,62070,91930,69880,116970,94070,137300,79200,56650,72520,65730,90460,82760,58140,85910,67990,59430,76230,80440,84740,68350, ,73860,97820,53780,69490,61270
27,Merchandise Displayers and Window Trimmers,3.25,2.25,1.75,3.38,3,3.38,2.12,2,3.62,3.62,2.75,1.88,2.88,3,3,3.88,3,3,1,2,1,2,1,1,1,40130,44500,39250,36970,44410,45960,37910,45780,38960,37290, ,42390,37460,43000,39130,39190,40130,35730,38640,42680,42320,46220,37610,42370,33290,38600,42010,38420,39250,43380,40840,36100,46520,38460,41080,40470,36380,43370,38710,32420,43680,37540,42910,36030,37830,44680,43200,29180,38370,48710,35730,39920,37780
27,Music Directors and Composers,3.5,2.25,1.75,3.75,3.12,2.25,2.12,3,3.62,3.62,2.75,1.5,3.12,2,1.75,2.38,3.75,3.5,2,2,3,3,2,2,1,43270,56380, , ,98460,115500, , ,69760,70460, ,89710, ,62740,84960,61180, ,51150, , ,80180,86440,53300,91270,60590,69220,55830, , , , , ,108980,66170, ,70130,78730,73880,68810, , ,62410,36460, ,81660,74360, , ,61220,86200, ,69520, 
27,Musicians and Singers,2.88,2.25,1.75,3,2.88,3.12,2.12,3.5,3.88,3.88,3,2.12,2.88,2.12,1.88,2.75,3.5,3.12,1,1,2,2,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
27,"News Analysts, Reporters, and Journalists",3.25,1.75,1.12,3.25,3.38,1.88,2,2.75,3.88,4,2.62,1.12,3.38,1.12,1.25,2.38,3.75,3.88,2,2,2,3,2,2,1,50540,51820,60780,37180,119420,106490,69400,171300,66190,89690, ,67730,50170,84460,58730,42730,44390,42690,72790,54830,73230,78210,76330,46870,51950,49840,43990,46950,81990,55030,77100,63270,293430,63030,53410,49920,59810,68830, ,50370,72300,50380,42710,77030,71380,70600,52360, ,74500,72580,36200,63460,47760
27,Photographers,3.12,1.75,1.25,3.25,3,3,2,2,3.62,3.88,2.75,2.5,3,1.75,2,3.88,3.25,3,2,2,2,2,2,1,2,43360,42250,49190,36690,76230,55270,50540,99690,55520,51100, ,55760,45470,41260,41450,40120,39030,42160,54800,50820,55250,68190, ,58910,44690,48380,51400,46580,42450,52480,60280,59560,69860,51200,41470,39900,40570,69100,49800,36060,51770,39700,39420,42040,40210,51740, , ,53030,52210,36040,49940,45220
27,"Poets, Lyricists and Creative Writers",3.12,1.62,1,4.25,3.38,2,1.88,2,3.88,3.75,1.88,1,3,1,1,2.5,4.12,4.75,2,2,1,2,2,1,1,64040, ,65360,51080,96880,92350,65030,122310,79820,78720, , ,71280,73530,71970,57130,55750,51470,69090,67940,108860,92520,58880,72500,53580,63900,63790,74300,59870,67550,79770,99610, ,69370,53680,69310,59200,82340,73600,43250,69640,59950,59430,61120,82840,63720,83240, ,87920,91770,63160,67870, 
27,Producers and Directors,4.12,1.5,1.25,3.62,3.62,2.12,2.62,2.88,4.12,4.5,3,1.75,3.12,1,1.75,3.62,3.88,3.75,2,2,3,2,2,2,1,73690,63640,67680,50780,161460,103980,109390,108960,97420,97700, ,73440,55740,86030,62460,57800,63140,60090,76090,78770,93550,94380,74740,74380,46990,67800,60320,62070,91930,69880,116970,94070,137300,79200,56650,72520,65730,90460,82760,58140,85910,67990,59430,76230,80440,84740,68350, ,73860,97820,53780,69490,61270
27,Public Relations Specialists,3.88,1,1,3.75,3.62,1,2,2.25,4.25,4.12,2,1,2.88,1,1,2.62,3.88,4,2,2,3,3,2,2,1,69550,73110,77560,74320,92580,90260,81650,114580,68870,88840, ,68230,62850,72690,69280,64180,65400,64380,67700,62900,79970,84920,68700,72290,65570,69400,66000,61830,71420,86910,85180,70990,93290,68760,73140,71970,67060,76500,64870,50030,79650,71240,66580,60960,67120,77030,67360,61930,86160,94470,62100,69960,74620
27,Set and Exhibit Designers,3.62,1.38,1,4.12,3.5,2.62,2.75,2.5,4,3.75,2.88,1.75,3,1.38,2.12,4,3.88,3.75,2,2,3,2,1,2,1, , ,63790,43640,102910,68960, ,73710,68050,61450, , , ,75670,58700,53640,26480,44130,62530, ,79290,78270,54780,63560, ,50760, ,56570,62000, ,69910,56640, ,50150, ,58600,58250,69250,63140, , , , ,52950,67470,40250, , ,56240,94030, ,54620, 
27,Sound Engineering Technicians,3.25,1.38,1,3.25,3.12,2.88,2.12,2.5,3.75,3.75,3.12,1.75,3.38,1.12,2.12,3.12,3.5,3.5,2,2,2,2,1,1,3,67230, ,81840, ,91170,60090, ,105500,67770,60140, , , ,66600,59260,52560, ,57310,55420, ,75500,70050,59820,68480, ,62350,50590,63130,80830,65090,108520,51820,93760,58350, ,68460,60230,61780,55450,63360, ,48150, ,81850,67690,43310, , ,56890,115620, ,55570, 
27,Special Effects Artists and Animators,3.62,1.25,1,3.38,3.25,2.25,2.75,2.12,4.12,4,2.75,1.75,3,1,1,4,4,3.5,1,2,2,2,1,1,1,68040, ,72880, ,128880, , , ,82140,80730, , , ,79500,56630,69340,78040, ,70840, ,85850,87970,98430,68440, ,71280, ,59310,95100, ,123510,61060,112280,70360, ,102770,61950,113430,62860, ,65700, , ,93120,89530,74420, , ,80890, ,56270,66730, 
27,Talent Directors,3.62,1.5,1,3.25,3.75,1.12,2.38,2.38,4,4.12,2.25,1,2.88,1.25,1,2.62,4,3.62,2,2,3,3,2,2,1,73690,63640,67680,50780,161460,103980,109390,108960,97420,97700, ,73440,55740,86030,62460,57800,63140,60090,76090,78770,93550,94380,74740,74380,46990,67800,60320,62070,91930,69880,116970,94070,137300,79200,56650,72520,65730,90460,82760,58140,85910,67990,59430,76230,80440,84740,68350, ,73860,97820,53780,69490,61270
27,Technical Writers,3.75,1,1,3,3.38,2,1.88,2,3.88,3.75,2.12,1,2.5,1,1,3,4.12,4.25,1,2,2,2,1,2,1,84970,75610,83640,71420,107260,107000, ,97970,87110,79200, , ,83320,86530,80190,67390,71620,78730,70810,76670,97900,106090,83830,78880,65440,77640,70720,74370,86680,99610,95170,80790,89060,95740,76550,75540,70140,95430,84380,45460,93500,83030,61400,74730,81500,80380,102300, ,91130,101840,68520,79920, 
27,"Umpires, Referees, and Other Sports Officials",3.25,2.12,2,1.88,3,1.75,2.12,3,3.75,3.88,3.12,2.12,3.12,2.88,2.12,2.62,3,2.88,1,2,2,2,1,1,1, , ,41510, ,64770,53440, , ,41700,34760, , ,33770,53940,40260,42420,34680,57270,75490,53450,62110,68080,37220,51380,26660,40420,38150,34360,33090,43660,50130,35770, ,32300, ,35640,30030,39230, , , ,44600,38870,28410,42180,31720,44130, ,51290,43090,53400,49340, 
27,Writers and Authors,3.12,1.12,1.12,3.88,3.12,1.12,1.38,2.38,4,4,2,1.12,2.75,1.12,1.12,2.38,4.12,4.62,1,2,2,3,2,2,1,64040, ,65360,51080,96880,92350,65030,122310,79820,78720, , ,71280,73530,71970,57130,55750,51470,69090,67940,108860,92520,58880,72500,53580,63900,63790,74300,59870,67550,79770,99610, ,69370,53680,69310,59200,82340,73600,43250,69640,59950,59430,61120,82840,63720,83240, ,87920,91770,63160,67870, 
29,Acupuncturists,3.88,2.25,1.25,3.12,3.75,3,2.12,2.12,3.88,3.88,2.62,1.5,3.12,2.12,2.12,2.88,3.62,3.12,2,2,1,2,2,1,1, ,80150,86220, ,88930, , ,98790,135950,69790, , ,41420, ,80850, , ,80730, ,70740,75310,120790,160470,119770, ,90320, , , ,77200,92630,65700,97270,67370, , , ,82020, , , , , , ,90800, , , , ,82850, ,76580, 
29,Acute Care Nurses,4,1.5,2,3,4,1.75,2.75,2.88,4.12,4,3,2.12,3.12,2,2.25,2.62,4,3.75,2,2,3,2,2,2,2,74970,112040,95230,77720,148330,103670,95450,109240,88200,91960, ,123720,89770,91130,85850,77780,79430,83900,84110,87440,96650,112610,90580,99460,79470,81950,88480,82890,102280,94620,106990,94360,110490,86270,81900,86110,85800,120470,90830,41470,99770,84930,72210,82010,91690,88240,92710,73280,90930,115740,80650,90450,88020
29,Advanced Practice Psychiatric Nurses,4.12,1.25,2,3.38,4,1.38,2.62,2.75,4.25,4.25,2.88,2,3.38,2,2,2.5,4.12,4,2,2,3,3,2,2,1,74970,112040,95230,77720,148330,103670,95450,109240,88200,91960, ,123720,89770,91130,85850,77780,79430,83900,84110,87440,96650,112610,90580,99460,79470,81950,88480,82890,102280,94620,106990,94360,110490,86270,81900,86110,85800,120470,90830,41470,99770,84930,72210,82010,91690,88240,92710,73280,90930,115740,80650,90450,88020
29,Allergists and Immunologists,4.25,1.5,1.38,3.75,4.12,1.62,3,2.88,4.25,4.25,3,1,3.62,1.38,1.38,2.62,4.25,4,2,2,3,2,2,2,1,260290,310920,234150,247880,215710,229670,223310,151890,283490,257890, ,304950,307280,239870,302970,261930,209280,295360,312990,344170,216910,221670,201520,323830,302540,293740, ,278930,233400,294860,233330,300890,255300,243130,347240,260090,217720,301990,218880,174790,237540,320620, ,294790,255880,251350,276600, ,255970,293860,241220,303630,373100
29,Anesthesiologist Assistants,3.88,1.88,1,2.75,3.88,3.25,3,2.75,4.12,3.75,3.75,2.75,3.75,2.25,2.5,2.88,4,3.5,2,2,1,1,2,2,3,105970,139590,143160,93880,161980,144060,140450,144260,127920,108270, ,143000,129210,124560,144210,135450,125990,110150,124380,131360,134580,137400,129290,144940,98270,136810,132220,129120,139960,141810,149160,144080,151280,127820,118300,128250,127670,152160,122850, ,148290,116880,128300,114510,137050,128370,141000, ,138840,156060,121130,133390,134790
29,Anesthesiologists,4.5,2,1,3.25,4.25,3,3,2.38,4.5,4.12,3.75,2.25,3.88,2,2.25,2.75,4.25,4,2,2,2,2,2,2,2,323940, , , , , , ,295970,404100,244430, , , ,301580,378850,385010,315890,280130, ,415540,349580, ,337220,465340, , ,459360,389480, ,402950, ,318450,262530,397850, ,386200, , , , , ,306440, ,364200,254010, , , ,326130, ,193830, , 
29,Art Therapists,3.88,1.25,2,3.75,3.88,2.75,2.12,2.12,4,4,2.12,1.88,3.12,2,2,3,4,3.88,2,2,3,3,2,2,1,84860,117460,78810,59360,81390,70390, ,93880,64970,69460, , , ,77310,62910,54860,72690,97430,84770,49800,66000,68490,53600,71390,42870,60980,89910,98200, ,62420,99220,95370,73070,66670, ,61950,75590,88240,59790, ,82190,109590, ,50630,65540,70180, , ,61880, ,70460,59140, 
29,Athletic Trainers,3.75,2.5,2,3.12,3.75,3,2,2.75,3.62,4,2.88,1.38,3,2.88,3,2.75,3.88,3.75,2,2,2,2,2,2,2,52940,64210,62090,56010,77170,68710,64080,89290,62120,68370, ,65730,66970,68840,58860,52200,55640,54330,62620,58770,64420,71920,60900,66470,54430,57730,62910,59420,55000,57640,81040,66220,71540,56440,58150,62350,65790,60020,60250, ,62280,57170,56140,51230,67960,68130,60890, ,64360,61790,48410,62820,60620
29,Audiologists,4,1,1.12,3,4,2.88,2.88,2.88,4.12,4,3.12,1.62,2.88,1,1.75,2.5,4.12,4,2,2,2,3,2,2,2,77690,106090,98550,100550,119900,90410,81760,109530,87120,98950, , , ,93120,77390,92890,88370,95470,78650,89240,103040,94060,88000,98990,68050,93480,88290,89750,116620,95830,110160,82400,99720,78420,106550,80550,77470,101450,94320, ,84080,75180,103980,109000,106790,99040, , ,91120,104950,85900,92530, 
29,Cardiovascular Technologists and Technicians,3.62,1.88,1,2.88,3.62,3.12,2.62,2.62,4,4,3.38,2.25,3.12,2,2.25,2.75,3.5,3.5,2,2,2,2,2,1,3,52580,95020,68860,71170,86510,83480,72710,91980,64930,73920, ,91070,100830,71370,67140,68370,68340,61010,54940,75100,77000,110950,70170,70910,51620,76110,72600,62240,66850,81800,79950,53900,84180,63690,69690,70480,58450,87850,70820,28200,93520,62690,70020,64270,59000,94430,83130, ,82180,87690,46930,76250,76410
29,Chiropractors,4,2.5,1.38,3,4,2.88,2.5,2.75,4,4,2.88,2,3,2.12,2.88,2.88,4,3.88,2,2,2,2,2,2,1,80630,110410,87520,104330,125040,103270, , ,86450,72940, ,98370,72600,89940,90130,73330,84350,75970,94270,102310,85580,94210,91160,101500,91250,72240,80250,87620,91330,75380,114450,95360,105510,111160,85270,90330,96040,96950,80550,67050,80740,81160,96820,80490,101250,68050, , ,93190,93670,81840,88870,80350
29,Clinical Nurse Specialists,4.12,1.88,1.75,3.38,4,3,3,3.12,4.12,4.12,3,2,3.12,2.25,2.12,2.5,4.12,4,2,2,3,3,2,2,2,74970,112040,95230,77720,148330,103670,95450,109240,88200,91960, ,123720,89770,91130,85850,77780,79430,83900,84110,87440,96650,112610,90580,99460,79470,81950,88480,82890,102280,94620,106990,94360,110490,86270,81900,86110,85800,120470,90830,41470,99770,84930,72210,82010,91690,88240,92710,73280,90930,115740,80650,90450,88020
29,Critical Care Nurses,4,2.12,2.12,3.38,4,3,2.88,2.88,4.12,4,3.75,2.12,3.75,2.25,2.88,2.88,3.88,3.88,2,2,3,3,2,2,2,74970,112040,95230,77720,148330,103670,95450,109240,88200,91960, ,123720,89770,91130,85850,77780,79430,83900,84110,87440,96650,112610,90580,99460,79470,81950,88480,82890,102280,94620,106990,94360,110490,86270,81900,86110,85800,120470,90830,41470,99770,84930,72210,82010,91690,88240,92710,73280,90930,115740,80650,90450,88020
29,Cytogenetic Technologists,3.88,1.25,1.25,3,3.88,2.75,3,2.25,4,3.88,3.12,2,3.25,1,2,2.88,4,3.75,2,2,1,1,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
29,Cytotechnologists,3.75,1.62,1.25,2.75,3.88,3,2.5,2.38,4,3.12,2.88,2,3.12,1.12,1.88,2.75,4,3,2,2,1,1,1,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
29,Dental Hygienists,3,2,1.25,2.88,3.12,3.25,2.12,2.12,3.75,3.75,3,2,3,2.12,2,2.88,3.12,3,1,2,1,2,2,1,2,57690,118010,96050,85620,127090,96090,102530,130850,83270,87070,60730,94340,88100,86940,86310,85130,82690,76030,76190,88390,104980,101050,80860,95460,66490,87170,91380,83540,101590,94850,98490,93380,93590,87770,85150,84160,93940,115130,83470, ,81700,81550,84780,83880,89640,84300,97370, ,98500,125090,69660,85590,81050
29,"Dentists, General",4.12,2,1,3.25,4.12,3.88,3,2.75,4,4,3,2.75,3.88,2.12,2,3.25,4,3.38,2,2,3,3,2,2,2, ,202250,201240,178290,184350,214070,228740, ,196320,203300, ,136200,173570,184490,209500,216520,172120,179380,185180,224080,203500, ,202390,224700,143020, ,180630,185360,146480,176780,175720,191570,185590,205990,224300,176600,201720,209670,174250,87230, ,190670,166690,191880,207300,148860,240740, ,192880,203780,171380,209830,154030
29,Dermatologists,4.12,1.75,1.25,3,4.12,2.88,2.75,3,4.12,4.25,3,1,3.12,1.88,2,2.75,4,3.88,2,2,3,3,2,2,1,408680, , ,390730,313320, ,352680, , , , , , ,365240,381120,348110, , ,454770, ,459870, ,352520,447890,265680, ,358880,345060,324550,352000,359830, ,297260,309490, ,351600, ,484410, , ,301410, , ,337060,324730, , , ,275690,490820,190320, , 
29,Diagnostic Medical Sonographers,3.38,2.12,1,3,3.5,3,2.25,2.38,4,3.88,3,2.25,3,2.38,2.25,3,3.88,3.75,2,2,2,2,2,2,2,66820,94410,99370,77820,118950,101570,93360,105210,82590,79940, ,116050,91690,94850,85000,84540,89010,78610,73390,86140,92610,107690,78660,99110,71850,91070,94650,82920,94210,101930,101140,83760,100210,84690,86030,81960,80270,105320,81860,29740,98540,80030,71360,76750,85030,92860,97930, ,89540,106080,74670,100290,92260
29,Dietetic Technicians,3.5,2,1.38,3.12,3.25,2.62,2.88,2.12,3.75,3.75,2.75,1.88,2.88,2.12,2.12,2.88,3.25,3.12,2,2,2,2,2,1,2, , ,51420,37010,46760,40590,42520,46930,36090,37350, ,43820,33630,42360,34880,33950,35790,28760,30410,43750,36410,42170,35600,49080,30330,34980, ,38600,37520,45430,39590,35600,48750,30500, ,41920,38440,50450,35320, ,44760,31680, , ,30580,40830,46580,34780,40910,46730,34000,37610, 
29,Dietitians and Nutritionists,4,1.12,1,3.12,4,1.25,3.12,2.75,4,4,2.88,1,3,1,1.12,2.5,4,4,2,2,3,3,2,2,1,67720,84150,67770,66660,94390,85190,75060,75140,70180,74970, ,80380,67490,69570,65670,69240,68710,64760,72790,67810,84080,82380,75740,74420,61780,62120,68900,68170,73930,63590,83080,68830,80500,66540,67840,69970,65810,86800,68810,48990,74880,67590,64210,63030,67100,61000,76520, ,75440,81140,69050,70700,69840
29,Exercise Physiologists,4,2.12,1.62,3.12,4,2.12,2.88,2.62,4,4.12,2.75,1.88,3,2.62,2.25,2.75,4,3.88,2,2,3,2,2,1,2,52520, ,61720,53150,66350,71780,59510, ,59900,61740, , ,55160,65410,64340,55990,51520,52550,50870,81580,59830,73630,55690,63700, ,56210, ,58920,55760,64990,64010, ,75860,55640, ,56410,47180,72730,58400, , ,50150,58220,54920,55830,43530, , ,62850,78450,57860,63440,57430
29,Family Medicine Physicians,4.25,1,1,3.12,4.12,2.38,2.75,2.38,4.88,4.88,3,1,3.25,1,1,2.5,4.25,4,2,2,2,2,2,2,1,212590,286990,306890,117030,257060,213400,238210,236820,243800,286050, ,209870,322630,206010,295310,292030,244390,277570,238000,221190,269020,301270,222500,277170,261520,228690,275990,313750, ,248550,258880,291980,213480,226820,266220,230400,253090,254080,283590,113160,244270,253640,223520,256650,270420,269090,238710, ,220010,226040,249170,293630,271290
29,General Internal Medicine Physicians,4.12,1.38,1.5,3.25,4.25,2.12,3,3,4.25,4.25,3.25,1.25,3.25,2,1.5,2.88,4.12,4,2,2,3,3,2,2,1, , ,226820, ,298620,211990,205520,194440,280390,406430, , ,282320,255550,308560,280320, ,307100,215330,292760,270880,256760,233870,327510,285170,367020,223380,201330,145540,275490,208350,277580,205460,268830,306540,204240,256270,253920, ,127180,262620, ,339050,165060,291820,267930,255890, , ,323100,254790,311260, 
29,Genetic Counselors,4.12,1,1,3.12,4,1,3.12,2.88,4,4,2.88,1,3,1,1,2.62,4.25,4,2,2,3,2,2,2,1, , ,95410, ,140010,93570, ,95900,96720, , , , ,93140,77590, , , , , ,101910,101440,93100,97500, ,89980, , , , ,109680, ,101880,88960, ,90620, , ,94110, , ,100110, ,88090,96420,95640,106760, ,110730,102630, ,91790, 
29,Hearing Aid Specialists,3.38,1,1,2.62,3.25,3.12,2.25,2.62,4,4,3,1.5,3,1,1.75,2.88,3.5,3.12,2,2,2,3,2,1,3, , ,70320,73280,76180,62390,57120, ,64400,54340, ,84470,68150,56200,57380,60900,54230,63270,48120, ,69660,64660,56930,61560, ,59920,70440,59810,64260, ,55540,84710,77470,70800, ,64440,47940,70460, , , ,44860, ,51440,64810,55940, , ,70520,72060, ,70980, 
29,Histotechnologists,3.25,2.12,1.88,2.75,3.12,2.88,2.38,2.62,3.5,3.38,2.75,2.5,3.25,2,2.12,2.75,3.75,3.38,2,2,2,2,1,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
29,Hospitalists,4.12,2,1.88,3.12,4.5,2.12,3,3,4.25,4.25,3.12,1.88,3,2,2.12,3,4.25,4,2,2,3,3,2,2,1,260290,310920,234150,247880,215710,229670,223310,151890,283490,257890, ,304950,307280,239870,302970,261930,209280,295360,312990,344170,216910,221670,201520,323830,302540,293740, ,278930,233400,294860,233330,300890,255300,243130,347240,260090,217720,301990,218880,174790,237540,320620, ,294790,255880,251350,276600, ,255970,293860,241220,303630,373100
29,Licensed Practical and Licensed Vocational Nurses,3.75,2.12,2,2.88,3.75,3,2.75,3,4,4,2.88,2.25,3,2.88,3.12,2.62,4,3.38,2,2,2,2,2,2,1,50760,77850,72840,52540,79090,70240,66510,70530,60320,58090,37360,67540,59340,68450,62990,59640,59930,57410,54610,72600,70700,76400,65430,61270,49960,58900,58710,60240,71460,73850,71300,56690,66380,62040,60110,60600,55270,78160,62550,28840,77240,58430,51230,53490,60020,61390,68580,57320,63380,79970,52540,61680,61080
